Title;Authors;Publication;Volume;Number;Pages;Year;Publisher;Search Query;Duplicate removal;I1 (SA Method);I2 (software only);I3 (english);I4 (available);I5 (peer reviewed);E1 (Removal of secondary study);E2 (Unavailable);Included for data extraction;;;;
Capturing software architecture knowledge for pattern-driven design;"Farshidi, Siamak; Jansen, Slinger; van der Werf, Jan Martijn;";Journal of Systems and Software;169;;110714;2020;Elsevier;SQ1;;;;x;x;x;;;;;;;
Application of knowledge-based approaches in software architecture: A systematic mapping study;"Li, Zengyang; Liang, Peng; Avgeriou, Paris;";Information and Software technology;55;5;777-794;2013;Elsevier;SQ1;;;;x;x;x;x;;;;;;
A Comprehensive Framework for Architecture Evaluation;"Briand, Lionel C; Carrière, S Jeromy; Kazman, Rick; Wüst, Jürgen;";International Software Engineering Research Network Report ISERN-98-28;;;;1998;Citeseer;SQ1;;;;x;x;x;;;;;;;
Software architecture reconstruction: Practice needs and current approaches;"O'Brien, Liam; Stoermer, Christoph; Verhoef, Chris;";;;;;2002;CARNEGIE-MELLON UNIV PITTSBURGH PA SOFTWARE ENGINEERING INST;SQ1;;;;x;x;x;;;;;;;
The process of and the lessons learned from performance tuning of a product family software architecture for mobile phones;"Del Rosso, Christian;";Eighth European Conference on Software Maintenance and Reengineering, 2004. CSMR 2004. Proceedings.;;;270-275;2004;IEEE;SQ1;;;;x;x;x;;;;;;;
A comparative analysis of software architecture recovery techniques;"Garcia, Joshua; Ivkovic, Igor; Medvidovic, Nenad;";2013 28th IEEE/ACM International Conference on Automated Software Engineering (ASE);;;486-496;2013;IEEE;SQ1;;;;x;x;x;;;;;;;
Cost Effective Development of Usable Systems: Gaps between HCI and Software Architecture Design;"Folmer, Eelke; Bosch, Jan;";Advances in Information Systems Development;;;337-348;2006;Springer;SQ1;;;;x;x;x;;;;;;;
Executable behavioral modeling of system and software architecture specifications to inform resourcing decisions;"Farah-Stapleton, Monica; Auguston, Mikhail; Giammarco, Kristin;";Procedia Computer Science;95;;48-57;2016;Elsevier;SQ1;;;;x;x;x;;;;;;;
Tool support for architectural decisions;"Jansen, Anton; Van Der Ven, Jan; Avgeriou, Paris; Hammer, Dieter K;";2007 Working IEEE/IFIP Conference on Software Architecture (WICSA'07);;;4-4;2007;Ieee;SQ1;;;;x;x;x;;;;;;;
Workshop on methods and techniques for software architecture review and assessment (SARA);"Kruchten, Philippe; Hilliard, Rich; Kazman, Rick; Kozaczynski, Wojtek; Obbink, Henk; Ran, Alexander;";Proceedings of the 24th International Conference on Software Engineering;;;675-675;2002;;SQ1;;;;x;x;x;;;;;;;
The need for a multilevel context-aware software architecture analysis and design method with enterprise and system architecture concerns as first class entities;"Petrov, Plamen; Buy, Ugo; Nord, Robert L;";2011 Ninth Working IEEE/IFIP Conference on Software Architecture;;;147-156;2011;IEEE;SQ1;;;;x;x;x;;;;;;;
Assessing a multi-site development organization for architectural compliance;"Clerc, Viktor; Lago, Patricia; van Vliet, Hans;";2007 Working IEEE/IFIP Conference on Software Architecture (WICSA'07);;;10-10;2007;IEEE;SQ1;;;;x;x;x;;;;;;;
An integrated approach of analytical hierarchy process model and goal model (AHP-GP Model) for selection of software architecture;"Reddy, A; Naidu, M; Govindarajulu, P;";International Journal of Computer Science and Network Security;7;10;108-117;2007;Citeseer;SQ1;;;;x;x;x;;;;;;;
Toward improved traceability of non-functional requirements;"Cleland-Huang, Jane;";Proceedings of the 3rd international workshop on Traceability in emerging forms of software engineering;;;14-19;2005;;SQ1;;;;x;x;x;;;;;;;
A framework for groupware‐supported software architecture evaluation process in global software development;"Ali Babar, Muhammad;";Journal of Software: Evolution and Process;24;2;207-229;2012;Wiley Online Library;SQ1;;;;x;x;x;;;;;;;
What is software architecture?;"Solms, Fritz;";Proceedings of the south african institute for computer scientists and information technologists conference;;;363-373;2012;;SQ1;;;;x;x;x;;;;;;;
BRUSELAS: HPC generic and customizable software architecture for 3D ligand-based virtual screening of large molecular databases;"Banegas-Luna, Antonio J; Ceron-Carrasco, Jose P; Puertas-Martín, Savíns; Perez-Sanchez, Horacio;";Journal of Chemical Information and Modeling;59;6;2805-2817;2019;ACS Publications;SQ1;;;;x;x;x;;;;;;;
A methodology for evaluating and selecting data mining software;"Collier, Ken; Carey, Bernard; Sautter, Donald; Marjaniemi, Curt;";Proceedings of the 32nd Annual Hawaii International Conference on Systems Sciences. 1999. HICSS-32. Abstracts and CD-ROM of Full Papers;;;11 pp.;1999;IEEE;SQ1;;;;x;x;x;;;;;;;
On the similarity between requirements and architecture;"De Boer, Remco C; Van Vliet, Hans;";Journal of Systems and Software;82;3;544-550;2009;Elsevier;SQ1;;;;x;x;x;;;;;;;
Supporting Software Architecture Evolution;"Svahnberg, Mikael;";;;;;2003;Blekinge Institute of Technology;SQ1;;;;x;x;x;;;;;;;
Investigating the impact of usability on software architecture through scenarios: A case study on Web systems;"Rafla, Tamer; Robillard, Pierre N; Desmarais, Michel;";Journal of Systems and Software;79;3;415-426;2006;Elsevier;SQ1;;;;x;x;x;;;;;;;
Integrating a software architecture-centric method into object-oriented analysis and design;"Sangwan, Raghvinder; Neill, Colin; Bass, Matthew; El Houda, Zakaria;";Journal of Systems and Software;81;5;727-746;2008;Elsevier;SQ1;;;;x;x;x;;;;;;;
Towards a quantitative assessment of security in software architectures;"Yautsiukhin, Artsiom; Scandariato, Riccardo; Heyman, Thomas; Massacci, Fabio; Joosen, Wouter;";Nordic Workshop on Secure IT Systems (NordSec), Date: 2008/10/01-2008/10/01, Location: Copenhagen, Denmark;;;;2008;;SQ1;;;;x;x;x;;;;;;;
Peaceful coexistence: Agile developer perspectives on software architecture;"Falessi, Davide; Cantone, Giovanni; Sarcia, Salvatore Alessandro; Calavaro, Giuseppe; Subiaco, Paolo; D'Amore, Cristiana;";IEEE software;27;2;23-25;2010;IEEE;SQ1;;;;x;x;x;;;;;;;
Software architecture adaptability: an NFR approach;"Subramanian, Nary; Chung, Lawrence;";Proceedings of the 4th International Workshop on Principles of Software Evolution;;;52-61;2001;;SQ1;;;;x;x;x;;;;;;;
Assessment Methods When Choosing a Software Architecture Alternative: Software Maintainability Prediction;"Omarsson, Thor Omar;";;;;;2017;;SQ1;;;;x;x;;;;;;;;
Lightweight and continuous architectural software quality assurance using the asqa technique;"Christensen, Henrik Bærbak; Hansen, Klaus Marius; Lindstrøm, Bo;";European Conference on Software Architecture;;;118-132;2010;Springer;SQ1;;x;x;x;x;x;;;x;;;;
Security measurements within the framework of quality assessment models for free/libre open source software;"Groven, Arne-Kristian; Haaland, Kirsten; Glott, Ruediger; Tannenberg, Anna;";Proceedings of the fourth european conference on software architecture: Companion volume;;;229-235;2010;;SQ1;;;;x;x;x;;;;;;;
A method for the prediction of software reliability;"D’Ambrogio, A; Iazeolla, G; Mirandola, R;";Proc. of the 6-th IASTED Software Engineering and Applications Conference (SEA2002);;;;2002;Citeseer;SQ1;;;;x;x;x;;;;;;;
An empirical evaluation model for software architecture maintainability for object oriented design;"Dayanandan, Udaya; Vivekanandan, K;";Proceedings of the International Conference on Informatics and Analytics;;;1-4;2016;;SQ1;;x;x;x;x;x;;;x;;;;
Software architecture: a roadmap;"Garlan, David;";Proceedings of the Conference on the Future of Software Engineering;;;91-101;2000;;SQ1;;;;x;x;x;;;;;;;
Software architecture improvement through test-driven development;"Janzen, David S;";Companion to the 20th annual ACM SIGPLAN conference on Object-oriented programming, systems, languages, and applications;;;240-241;2005;;SQ1;;;;x;x;x;;;;;;;
Arousal level classification of the aging adult from electro-dermal activity: from hardware development to software architecture;"Martínez-Rodrigo, Arturo; Zangróniz, Roberto; Pastor, José Manuel; Sokolova, Marina V;";Pervasive and Mobile Computing;34;;46-59;2017;Elsevier;SQ1;;;;x;x;x;;;;;;;
An approach to software architecture evaluation with the 4+ 1 view model of architecture;"Choi, Heeseok; Yeom, Keunhyuk;";Ninth Asia-Pacific Software Engineering Conference, 2002.;;;286-293;2002;IEEE;SQ1;;;;x;x;x;;;;;;;
2-d software quality model and case study in software flexibility research;"Zhang, Li; Li, Lin; Gao, Hui;";2008 International Conference on Computational Intelligence for Modelling Control & Automation;;;1147-1152;2008;IEEE;SQ1;;;;x;x;x;;;;;;;
Software Architecture Evaluation: An Assessment;"Tramboo, Shahkar Riyaz; Quadri, SMK;";;;;;;;SQ1;;;;x;x;x;;;;;;;
Architecture assessment of information-system families: A practical perspective.;"Dolan, Thomas J;";;;;;2003;;SQ1;;;;x;x;x;;;;;;;
Architecture-based assessment and planning of change requests;"Rostami, Kiana; Stammel, Johannes; Heinrich, Robert; Reussner, Ralf;";Proceedings of the 11th International ACM SIGSOFT Conference on Quality of Software Architectures;;;21-30;2015;;SQ1;;;;x;x;x;;;;;;;
Multi-tenant architecture comparison;"Kabbedijk, Jaap; Pors, Michiel; Jansen, Slinger; Brinkkemper, Sjaak;";European Conference on Software Architecture;;;202-209;2014;Springer;SQ1;;;;x;x;x;;;;;;;
An exploratory study of architectural practices and challenges in using agile software development approaches;"Babar, Muhammad Ali;";2009 Joint Working IEEE/IFIP Conference on Software Architecture & European Conference on Software Architecture;;;81-90;2009;IEEE;SQ1;;;;x;x;x;;;;;;;
Early performance assessment in component‐based software systems;"Karimpour, Jaber; Isazadeh, Ayaz; Izadkhah, Habib;";IET software;7;2;118-128;2013;Wiley Online Library;SQ1;;x;x;x;x;x;;;x;;;;
Scenario-based analysis of software architecture;"Kazman, Rick; Abowd, Gregory; Bass, Len; Clements, Paul;";IEEE software;13;6;47-55;1996;IEEE;SQ1;;;;x;x;x;;;;;;;
Issues in dynamic software architectures;"Andersson, Jesper;";Proc. of the 4th Int. Software Architecture Workshop (ISAW-4);;;111-114;2000;Citeseer;SQ1;;;;x;x;x;;;;;;;
CUSTOMER RELATION MANAGEMENT APPROACH: ASSESSMENT OF BUSINESS STRATEGY REGARDING TO SOFTWARE ARCHITECTURE FOR THE SERVICE INDUSTRY;"Erdil, Aysenur;";Journal of Management Marketing and Logistics;7;3;112-123;;;SQ1;;;;x;x;x;;;;;;;
A framework for supporting the software architecture evaluation process in global software development;"Babar, Muhammad Ali;";2009 Fourth IEEE International Conference on Global Software Engineering;;;93-102;2009;IEEE;SQ1;;x;x;x;x;x;;;x;;;;
Static evaluation of software architectures;"Knodel, Jens; Lindvall, Mikael; Muthig, Dirk; Naab, Matthias;";Conference on Software Maintenance and Reengineering (CSMR'06);;;10 pp.-294;2006;IEEE;SQ1;;x;x;x;x;x;;;x;;;;
Mining patterns to support software architecture evaluation;"Zhu, Liming; Babar, Muhammad Ali; Jeffery, Ross;";Proceedings. Fourth Working IEEE/IFIP Conference on Software Architecture (WICSA 2004);;;25-34;2004;IEEE;SQ1;;;;x;x;x;;;;;;;
Hierarchical small worlds in software architecture;"Valverde, Sergi; Solé, Ricard V;";arXiv preprint cond-mat/0307278;;;;2003;;SQ1;;;;x;x;x;;;;;;;
Integrating SAAM in domain-centric and reuse-based development processes;"Molter, Georg;";Proceedings of the 2nd Nordic Workshop on Software Architecture, Ronneby;;;1-10;1999;Citeseer;SQ1;;;;x;x;x;;;;;;;
An executable software architecture model for response time and reliability assessment;"Norouzi, Z; Harounabadi, A;";Management Science Letters;4;9;2011-2020;2014;;SQ1;;;;x;x;x;;;;;;;
From data to the decision: A software architecture to integrate predictive modelling in clinical settings;"Martinez-Millana, Antonio; Fernández-Llatas, Carlos; Sacchi, Lucia; Segagni, Daniele; Guillén, Sergio; Bellazzi, Riccardo; Traver, Vicente;";2015 37th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC);;;8161-8164;2015;IEEE;SQ1;;;;x;x;x;;;;;;;
Supporting the software architecture process with knowledge management;"Babar, Muhammad Ali;";Software architecture knowledge management;;;69-86;2009;Springer;SQ1;;;;x;x;x;;;;;;;
10 years of software architecture knowledge management: Practice and future;"Capilla, Rafael; Jansen, Anton; Tang, Antony; Avgeriou, Paris; Babar, Muhammad Ali;";Journal of Systems and Software;116;;191-205;2016;Elsevier;SQ1;;;;x;x;x;;;;;;;
Software architecture social debt: Managing the incommunicability factor;"Tamburri, Damian A;";IEEE Transactions on Computational Social Systems;6;1;20-37;2019;IEEE;SQ1;;;;x;x;x;;;;;;;
Impact propagation and risk assessment of requirement changes for software development projects based on design structure matrix;"Fu, Yun; Li, Minqiang; Chen, Fuzan;";International Journal of Project Management;30;3;363-373;2012;Elsevier;SQ1;;;;x;x;x;;;;;;;
Assessing architecture conformance to coupling-related patterns and practices in microservices;"Ntentos, Evangelos; Zdun, Uwe; Plakidas, Konstantinos; Meixner, Sebastian; Geiger, Sebastian;";European Conference on Software Architecture;;;3-20;2020;Springer;SQ1;;;;x;x;x;;;;;;;
Architecture-based approach to reliability assessment of software systems;"Goševa-Popstojanova, Katerina; Trivedi, Kishor S;";Performance Evaluation;45;2-3;179-204;2001;Elsevier;SQ1;;;;x;x;x;;;;;;;
Bridging the gap between requirements engineering and software architecture;"Alebrahim, Azadeh; Heisel, Maritta;";;;;;2017;Springer;SQ1;;;;x;x;;;;;;;;
Enabling iterative software architecture derivation using early non-functional property evaluation;"Barber, K Suzanne; Graser, Tom; Holt, Jim;";Proceedings 17th IEEE International Conference on Automated Software Engineering,;;;172-182;2002;IEEE;SQ1;;;;x;x;x;;;;;;;
Software architecture recovery method (SARM) with a case study on a medium-sized web site accessibility assessment tool;"Fletter, Dale Allen;";;;;;2010;;SQ1;;;;x;x;x;;;;;;;
A framework for software reference architecture analysis and review;"Martínez Fernández, Silverio Juan; Ayala Martínez, Claudia Patricia; Franch Gutiérrez, Javier; Martins Marques, Helena; Ameller, David;";Memorias del X Workshop Latinoamericano Ingeniería de Software Experimental, ESELAW 2013: del 8 al 10 de abril, 2013, Universidad ORT Uruguay–Campus Centro, Montevideo, Uruguay;;;89-102;2013;Universidad ORT Uruguay;SQ1;;;;x;x;x;;;;;;;
Automatic simulation to predict software architecture reliability;"Li, J Jenny; Micallef, Josephine; Horgan, Joseph R;";Proceedings The Eighth International Symposium on Software Reliability Engineering;;;168-179;1997;IEEE;SQ1;;;;x;x;x;;;;;;;
COMPARE: a comprehensive framework for architecture evaluation;"Briand, Lionel C; Carrière, S Jeromy; Kazman, Rick; Wüst, Jürgen;";European Conference on Object-Oriented Programming;;;48-49;1998;Springer;SQ1;;;;x;x;x;;;;;;;
Towards continuous quality: Measuring and evaluating feature-dependent non-functional requirements in devops;"Haindl, Philipp; Plösch, Reinhold;";2019 IEEE International Conference on Software Architecture Companion (ICSA-C);;;91-94;2019;IEEE;SQ1;;;;x;x;x;;;;;;;
ASA: An Advisory System for Securing Software Architecture;"Arsac, Wihem; Hébert, Cédric; Mathias, Elton; Montagnon, Gilles; Sendor, Jakub;";Systems Testing and Validation;;;61;;;SQ1;;;;x;x;x;;;;;;;
Summary of the Dagstuhl workshop on software architecture;"Garlan, David; Tichy, Walter; Paulisch, Frances;";ACM SIGSOFT Software Engineering Notes;20;3;63-83;1995;ACM New York, NY, USA;SQ1;;;;x;x;x;;;;;;;
A systematic review on architecting for software evolvability;"Breivold, Hongyu Pei; Crnkovic, Ivica;";2010 21st Australian Software Engineering Conference;;;13-22;2010;IEEE;SQ1;;;;x;x;x;x;;;;;;
Recommended Best Industrial Practice for Software Architecture Evaluation.;"Abowd, Gregory; Bass, Len; Clements, Paul; Kazman, Rick; Northrop, Linda;";;;;;1997;Carnegie-Mellon Univ Pittsburgh Pa Software Engineering Inst;SQ1;;;;x;x;x;;;;;;;
Flexibility of the ComBAD architecture;"Lassing, Nico H; Rijsenbrij, Daan BB; van Vliet, Johannes C;";Working Conference on Software Architecture;;;341-355;1999;Springer;SQ1;;;;x;x;x;;;;;;;
Summary: A functional safety assessment method for cooperative automotive architecture;"Kochanthara, Sangeeth; Rood, Niels; Saberi, Arash Khabbaz; Cleophas, Loek; Dajsuren, Yanja; van den Brand, Mark;";CEUR Workshop Proceedings;2978;;;2021;CEUR-WS. org;SQ1;;;;x;x;x;;;;;;;
The impact of requirements knowledge and experience on software architecting: An empirical study;"Ferrari, Remo; Madhavji, Nazim H;";2007 Working IEEE/IFIP Conference on Software Architecture (WICSA'07);;;16-16;2007;IEEE;SQ1;;;;x;x;x;;;;;;;
